,App,Category,Rating,Reviews,Size,Installs,Free,Price_dollars,Content Rating,Genres,Last Updated,Current Ver,Android Ver
1341,Relax Melodies P: Sleep Sounds,HEALTH_AND_FITNESS,4.8,19543,Varies with device,"100,000+",False,3.0,Everyone,Health & Fitness,2018-01-19,Varies with device,Varies with device
1342,Relax Melodies: Sleep Sounds,HEALTH_AND_FITNESS,4.5,233243,Varies with device,"5,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-23,Varies with device,Varies with device
1343,Simple Habit Meditation,HEALTH_AND_FITNESS,4.7,11689,20M,"500,000+",False,0.0,Everyone,Health & Fitness,2018-07-27,1.29.15,4.4 and up
1344,Headspace: Meditation & Mindfulness,HEALTH_AND_FITNESS,4.6,77563,39M,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-23,3.6.4,4.2 and up
1345,Yoga Studio: Mind & Body,HEALTH_AND_FITNESS,4.3,5499,94M,"100,000+",False,0.0,Everyone,Health & Fitness,2018-07-23,2.0.16,4.1 and up
1346,Daily Yoga - Yoga Fitness Plans,HEALTH_AND_FITNESS,4.4,70769,35M,"5,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-24,6.2.73,4.0 and up
1347,Pocket Yoga,HEALTH_AND_FITNESS,4.4,2107,Varies with device,"100,000+",False,3.0,Everyone,Health & Fitness,2015-12-22,Varies with device,Varies with device
1348,Pregnancy & Baby Tracker,HEALTH_AND_FITNESS,4.6,48286,Varies with device,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-27,Varies with device,Varies with device
1349,My Cycles Period and Ovulation,HEALTH_AND_FITNESS,4.3,26652,41M,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-05-04,2.3.3,4.0.3 and up
1350,I’m Expecting - Pregnancy App,HEALTH_AND_FITNESS,4.6,71269,49M,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-03-30,2.3.2,4.0.3 and up
1351,The Bump Pregnancy Tracker,HEALTH_AND_FITNESS,4.6,20301,22M,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-05-16,3.22,4.3 and up
1352,My Days - Ovulation Calendar & Period Tracker ™,HEALTH_AND_FITNESS,4.5,93691,Varies with device,"5,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-05,Varies with device,Varies with device
1353,Best Ovulation Tracker Fertility Calendar App Glow,HEALTH_AND_FITNESS,4.6,56145,23M,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-08-01,7.3.4-play,5.0 and up
1354,"Eve Period Tracker - Love, Sex & Relationships App",HEALTH_AND_FITNESS,4.6,20326,28M,"1,000,000+",False,0.0,Teen,Health & Fitness,2018-08-04,2.9.18,4.1 and up
1355,Fertility Friend Ovulation App,HEALTH_AND_FITNESS,4.5,12955,7.2M,"1,000,000+",False,0.0,Teen,Health & Fitness,2018-06-27,10.24,4.4 and up
1356,Pregnancy Tracker,HEALTH_AND_FITNESS,4.1,2681,6.5M,"500,000+",False,0.0,Everyone,Health & Fitness,2018-02-10,37,4.0.3 and up
1357,Period Tracker,HEALTH_AND_FITNESS,4.5,325738,Varies with device,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-28,Varies with device,Varies with device
1358,"Spot On Period, Birth Control, & Cycle Tracker",HEALTH_AND_FITNESS,4.6,4102,24M,"500,000+",False,0.0,Everyone 10+,Health & Fitness,2018-07-19,2.6.1,4.2 and up
1359,OvuView: Ovulation and Fertility,HEALTH_AND_FITNESS,4.5,40296,Varies with device,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-06-15,Varies with device,Varies with device
1360,Period Tracker - Period Calendar Ovulation Tracker,HEALTH_AND_FITNESS,4.8,4559407,Varies with device,"100,000,000+",False,0.0,Everyone,Health & Fitness,2018-08-01,Varies with device,Varies with device
1361,Period Tracker Clue: Period and Ovulation Tracker,HEALTH_AND_FITNESS,4.8,570242,20M,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-08-02,5.0.2,4.1 and up
1362,Calorie Counter - MyFitnessPal,HEALTH_AND_FITNESS,4.6,1873523,Varies with device,"50,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-31,Varies with device,Varies with device
1363,WomanLog Calendar,HEALTH_AND_FITNESS,4.5,121838,15M,"5,000,000+",False,0.0,Everyone,Health & Fitness,2018-05-23,5.5.1,4.0.3 and up
1364,Geocaching®,HEALTH_AND_FITNESS,4.1,62616,Varies with device,"5,000,000+",False,0.0,Teen,Health & Fitness,2018-08-02,Varies with device,Varies with device
1365,Map My Hike GPS Hiking,HEALTH_AND_FITNESS,4.4,12858,55M,"500,000+",False,0.0,Everyone,Health & Fitness,2018-07-27,18.7.1,5.0 and up
1366,"ViewRanger - Hike, Ride or Walk",HEALTH_AND_FITNESS,4.2,34356,Varies with device,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-31,Varies with device,Varies with device
1367,Runtastic Mountain Bike GPS Tracker,HEALTH_AND_FITNESS,4.5,50679,38M,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-08-01,3.6.2,4.4 and up
1368,"AllTrails: Hiking, Running & Mountain Bike Trails",HEALTH_AND_FITNESS,4.3,16943,32M,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-30,8.8.14,4.4 and up
1369,Water Drink Reminder,HEALTH_AND_FITNESS,4.6,524299,Varies with device,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-06-29,Varies with device,Varies with device
1370,"Zombies, Run! 5k Training (Free)",HEALTH_AND_FITNESS,4.0,267,Varies with device,"50,000+",False,0.0,Teen,Health & Fitness,2018-08-01,Varies with device,Varies with device
1371,Tracks,HEALTH_AND_FITNESS,4.6,623,40M,"50,000+",False,0.0,Everyone 10+,Health & Fitness,2017-07-17,1.2.3,4.0.3 and up
1372,Weight Loss Running by Verv,HEALTH_AND_FITNESS,4.5,27396,59M,"1,000,000+",False,0.0,Mature 17+,Health & Fitness,2018-07-16,6.5.3,4.1 and up
1373,Nike+ Run Club,HEALTH_AND_FITNESS,4.4,708710,Varies with device,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-12,2.17.0,4.4 and up
1374,Seven - 7 Minute Workout Training Challenge,HEALTH_AND_FITNESS,4.5,75571,Varies with device,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-08-03,7.2.5,Varies with device
1375,"YAZIO Calorie Counter, Nutrition Diary & Diet Plan",HEALTH_AND_FITNESS,4.6,117176,Varies with device,"5,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-07,Varies with device,Varies with device
1376,"Technutri - calorie counter, diet and carb tracker",HEALTH_AND_FITNESS,4.4,70416,23M,"5,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-27,3.19.4,4.1 and up
1377,Couch to 5K by RunDouble,HEALTH_AND_FITNESS,4.7,15674,6.1M,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-31,4.5.4,4.1 and up
1378,Fooducate Healthy Weight Loss & Calorie Counter,HEALTH_AND_FITNESS,4.4,14402,Varies with device,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-08-03,Varies with device,Varies with device
1379,Weight Watchers Mobile,HEALTH_AND_FITNESS,4.2,270294,58M,"5,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-31,6.15.0,4.1 and up
1380,Walk with Map My Walk,HEALTH_AND_FITNESS,4.5,144050,55M,"5,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-27,18.7.1,5.0 and up
1381,Workout Trainer: fitness coach,HEALTH_AND_FITNESS,4.2,100406,Varies with device,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-06-30,Varies with device,Varies with device
1382,My Diet Coach - Weight Loss Motivation & Tracker,HEALTH_AND_FITNESS,4.4,141163,Varies with device,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-06-11,Varies with device,Varies with device
1383,Run with Map My Run,HEALTH_AND_FITNESS,4.5,183669,57M,"5,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-27,18.7.1,5.0 and up
1384,Nike Training Club - Workouts & Fitness Plans,HEALTH_AND_FITNESS,4.6,251534,93M,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-18,5.14.0,5.0 and up
1385,Fitbit Coach,HEALTH_AND_FITNESS,4.6,28951,60M,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-16,4.4,4.4 and up
1386,Calorie Counter - MyFitnessPal,HEALTH_AND_FITNESS,4.6,1873520,Varies with device,"50,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-31,Varies with device,Varies with device
1387,Endomondo - Running & Walking,HEALTH_AND_FITNESS,4.5,559262,Varies with device,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-11,Varies with device,Varies with device
1388,Runkeeper - GPS Track Run Walk,HEALTH_AND_FITNESS,4.5,501144,Varies with device,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-16,Varies with device,Varies with device
1389,Nike+ Run Club,HEALTH_AND_FITNESS,4.4,708753,Varies with device,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-12,2.17.0,4.4 and up
1390,Lose It! - Calorie Counter,HEALTH_AND_FITNESS,4.4,69395,Varies with device,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-08-03,Varies with device,Varies with device
1391,Runtastic Running App & Mile Tracker,HEALTH_AND_FITNESS,4.5,827653,Varies with device,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-25,Varies with device,Varies with device
1392,Calorie Counter - MyNetDiary,HEALTH_AND_FITNESS,4.5,27439,19M,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-16,6.5.1,5.0 and up
1393,10 Best Foods for You,HEALTH_AND_FITNESS,4.0,2490,3.8M,"500,000+",False,0.0,Everyone 10+,Health & Fitness,2017-02-17,1.9,2.3.3 and up
1394,MyPlate Calorie Tracker,HEALTH_AND_FITNESS,4.6,24094,18M,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-09,3.3.0(1),4.1 and up
1395,My Diet Diary Calorie Counter,HEALTH_AND_FITNESS,4.1,18539,57M,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-30,1.11.4,4.0.3 and up
1396,Calorie Counter - Macros,HEALTH_AND_FITNESS,4.0,3061,5.5M,"100,000+",False,0.0,Everyone,Health & Fitness,2016-08-27,2.3.4,5.0 and up
1397,Calorie Counter by FatSecret,HEALTH_AND_FITNESS,4.4,229210,Varies with device,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-31,Varies with device,Varies with device
1398,Weight Loss Tracker - RecStyle,HEALTH_AND_FITNESS,4.4,20547,5.7M,"1,000,000+",False,0.0,Everyone,Health & Fitness,2017-11-29,3.2.7,4.1 and up
1399,Lark - 24/7 Health Coach,HEALTH_AND_FITNESS,4.1,3405,51M,"100,000+",False,0.0,Everyone,Health & Fitness,2018-07-25,4.5.1.123,4.4 and up
1400,MealLogger-Photo Food Journal,HEALTH_AND_FITNESS,3.5,217,9.4M,"50,000+",False,0.0,Teen,Health & Fitness,2017-08-23,4.6.2,4.0.3 and up
1401,Health and Nutrition Guide,HEALTH_AND_FITNESS,4.3,7895,3.3M,"500,000+",False,0.0,Everyone,Health & Fitness,2018-07-15,3.3,4.0 and up
1402,Calorie Counter & Diet Tracker,HEALTH_AND_FITNESS,4.5,32606,Varies with device,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-03-22,Varies with device,Varies with device
1403,Food Calorie Calculator,HEALTH_AND_FITNESS,4.2,1324,4.0M,"100,000+",False,0.0,Everyone,Health & Fitness,2018-01-29,10.2.0,4.0 and up
1404,Calorie Counter - MyFitnessPal,HEALTH_AND_FITNESS,4.6,1873520,Varies with device,"50,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-31,Varies with device,Varies with device
1405,Lose It! - Calorie Counter,HEALTH_AND_FITNESS,4.4,69395,Varies with device,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-08-03,Varies with device,Varies with device
1406,Calorie Counter - MyNetDiary,HEALTH_AND_FITNESS,4.5,27439,19M,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-16,6.5.1,5.0 and up
1407,10 Best Foods for You,HEALTH_AND_FITNESS,4.0,2490,3.8M,"500,000+",False,0.0,Everyone 10+,Health & Fitness,2017-02-17,1.9,2.3.3 and up
1408,Monitor Your Weight,HEALTH_AND_FITNESS,4.5,126017,4.3M,"5,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-05,4.9.8.1,4.0 and up
1409,MyPlate Calorie Tracker,HEALTH_AND_FITNESS,4.6,24094,18M,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-09,3.3.0(1),4.1 and up
1410,Weight Loss Tracker - RecStyle,HEALTH_AND_FITNESS,4.4,20547,5.7M,"1,000,000+",False,0.0,Everyone,Health & Fitness,2017-11-29,3.2.7,4.1 and up
1411,Calorie Counter by FatSecret,HEALTH_AND_FITNESS,4.4,229214,Varies with device,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-31,Varies with device,Varies with device
1412,Eat Fit - Diet and Health Free,HEALTH_AND_FITNESS,4.1,2469,3.6M,"100,000+",False,0.0,Everyone,Health & Fitness,2014-07-23,1.0.9,2.3 and up
1413,Calorie Counter - Macros,HEALTH_AND_FITNESS,4.0,3061,5.5M,"100,000+",False,0.0,Everyone,Health & Fitness,2016-08-27,2.3.4,5.0 and up
1414,My Diet Diary Calorie Counter,HEALTH_AND_FITNESS,4.1,18539,57M,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-30,1.11.4,4.0.3 and up
1415,Lark - 24/7 Health Coach,HEALTH_AND_FITNESS,4.1,3405,51M,"100,000+",False,0.0,Everyone,Health & Fitness,2018-07-25,4.5.1.123,4.4 and up
1416,Weight Watchers Mobile,HEALTH_AND_FITNESS,4.2,270294,58M,"5,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-31,6.15.0,4.1 and up
1417,Calorie Counter & Diet Tracker,HEALTH_AND_FITNESS,4.5,32606,Varies with device,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-03-22,Varies with device,Varies with device
1418,MealLogger-Photo Food Journal,HEALTH_AND_FITNESS,3.5,217,9.4M,"50,000+",False,0.0,Teen,Health & Fitness,2017-08-23,4.6.2,4.0.3 and up
1419,Health and Nutrition Guide,HEALTH_AND_FITNESS,4.3,7895,3.3M,"500,000+",False,0.0,Everyone,Health & Fitness,2018-07-15,3.3,4.0 and up
1420,Food Calorie Calculator,HEALTH_AND_FITNESS,4.2,1324,4.0M,"100,000+",False,0.0,Everyone,Health & Fitness,2018-01-29,10.2.0,4.0 and up
1421,Calorie Counter - MyFitnessPal,HEALTH_AND_FITNESS,4.6,1873523,Varies with device,"50,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-31,Varies with device,Varies with device
1422,Lose It! - Calorie Counter,HEALTH_AND_FITNESS,4.4,69395,Varies with device,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-08-03,Varies with device,Varies with device
1423,Self Healing,HEALTH_AND_FITNESS,4.5,14394,9.9M,"500,000+",False,0.0,Everyone,Health & Fitness,2017-07-16,Public.Heal,4.0.3 and up
1424,Relax Meditation: Sleep with Sleep Sounds,HEALTH_AND_FITNESS,4.4,26540,43M,"1,000,000+",False,0.0,Everyone,Health & Fitness,2017-02-09,2.5.1,4.0.3 and up
1425,Happify,HEALTH_AND_FITNESS,3.7,1812,37M,"100,000+",False,0.0,Everyone,Health & Fitness,2018-07-24,1.31.0-15160.950adac99,4.4 and up
1426,Binaural Beats Therapy,HEALTH_AND_FITNESS,4.3,13724,Varies with device,"1,000,000+",False,0.0,Everyone,Health & Fitness,2017-08-17,Varies with device,Varies with device
1427,Pacifica - Stress & Anxiety,HEALTH_AND_FITNESS,4.5,10253,Varies with device,"500,000+",False,0.0,Teen,Health & Fitness,2018-07-09,6.3.1,Varies with device
1428,Relaxing Sounds,HEALTH_AND_FITNESS,4.6,4642,40M,"100,000+",False,0.0,Everyone,Health & Fitness,2017-03-11,1.92,4.1 and up
1429,White Sound Pro,HEALTH_AND_FITNESS,4.7,16570,73M,"500,000+",False,0.0,Everyone,Health & Fitness,2018-07-29,4.8.0,4.4 and up
1430,"Meditation Music - Relax, Yoga",HEALTH_AND_FITNESS,4.6,48226,28M,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-03-05,3.1.9,4.0.3 and up
1431,Insight Timer - Free Meditation App,HEALTH_AND_FITNESS,4.6,20161,Varies with device,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-08-01,Varies with device,Varies with device
1432,Self-help Anxiety Management,HEALTH_AND_FITNESS,4.0,2894,23M,"500,000+",False,0.0,Everyone 10+,Health & Fitness,2017-02-22,1.2.6,4.0.3 and up
1433,Brain Waves - Binaural Beats,HEALTH_AND_FITNESS,4.4,5038,10M,"500,000+",False,0.0,Everyone,Health & Fitness,2018-07-15,5.2,4.4 and up
1434,21-Day Meditation Experience,HEALTH_AND_FITNESS,4.4,11506,15M,"100,000+",False,0.0,Everyone,Health & Fitness,2018-08-02,3.0.0,4.1 and up
1435,Prana Breath: Calm & Meditate,HEALTH_AND_FITNESS,4.8,31665,8.4M,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-19,8.2.0_8,4.0 and up
1436,"Fabulous: Motivate Me! Meditate, Relax, Sleep",HEALTH_AND_FITNESS,4.6,205299,31M,"5,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-16,3.48,4.1 and up
1437,7 Cups: Anxiety & Stress Chat,HEALTH_AND_FITNESS,4.2,13799,Varies with device,"500,000+",False,0.0,Teen,Health & Fitness,2018-07-31,Varies with device,Varies with device
1438,"Calm - Meditate, Sleep, Relax",HEALTH_AND_FITNESS,4.6,111455,Varies with device,"5,000,000+",False,0.0,Everyone,Health & Fitness,2018-08-05,Varies with device,Varies with device
1439,Runtastic Sleep Better: Sleep Cycle & Smart Alarm,HEALTH_AND_FITNESS,4.1,111462,Varies with device,"5,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-25,Varies with device,Varies with device
1440,White Noise Lite,HEALTH_AND_FITNESS,4.4,57634,41M,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-06-25,7.4,4.1 and up
1441,Relax Melodies: Sleep Sounds,HEALTH_AND_FITNESS,4.5,233243,Varies with device,"5,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-23,Varies with device,Varies with device
1442,"Stop, Breathe & Think: Meditation & Mindfulness",HEALTH_AND_FITNESS,4.3,8576,Varies with device,"1,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-28,Varies with device,Varies with device
1443,Simple Habit Meditation,HEALTH_AND_FITNESS,4.7,11689,20M,"500,000+",False,0.0,Everyone,Health & Fitness,2018-07-27,1.29.15,4.4 and up
1444,Headspace: Meditation & Mindfulness,HEALTH_AND_FITNESS,4.6,77563,39M,"10,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-23,3.6.4,4.2 and up
1445,Daily Yoga - Yoga Fitness Plans,HEALTH_AND_FITNESS,4.4,70769,35M,"5,000,000+",False,0.0,Everyone,Health & Fitness,2018-07-24,6.2.73,4.0 and up
1446,Zillow: Find Houses for Sale & Apartments for Rent,HOUSE_AND_HOME,4.5,417907,34M,"10,000,000+",False,0.0,Everyone,House & Home,2018-08-01,9.8.1.7425,4.4 and up
1447,"Viva Decora - Decoration, Photos, Architecture, House",HOUSE_AND_HOME,4.8,3167,7.5M,"100,000+",False,0.0,Everyone,House & Home,2018-08-03,2.0.0,5.0 and up
1448,Apartments & Rentals - Zillow,HOUSE_AND_HOME,4.2,27386,Varies with device,"1,000,000+",False,0.0,Everyone,House & Home,2018-06-21,Varies with device,Varies with device
1449,Realtor.com Real Estate: Homes for Sale and Rent,HOUSE_AND_HOME,4.5,162243,12M,"10,000,000+",False,0.0,Everyone,House & Home,2018-07-26,8.18,4.0.3 and up
1450,Real Estate sale & rent Trovit,HOUSE_AND_HOME,4.1,65913,7.7M,"5,000,000+",False,0.0,Everyone,House & Home,2018-07-16,4.47.3,4.0.3 and up
1451,"591 housing transactions - renting houses, middle-class houses, new cases, real-time registration, villas through the sky, apartment suites, MRT, buying a house selling prices, housing mortgages",HOUSE_AND_HOME,4.1,24977,21M,"1,000,000+",False,0.0,Everyone,House & Home,2018-08-01,3.5.9,4.0.3 and up
1452,"Homes.com 🏠 For Sale, Rent",HOUSE_AND_HOME,4.0,6000,18M,"1,000,000+",False,0.0,Everyone,House & Home,2018-07-28,9.6.8,4.1 and up
1453,"CYANOGEN. Rent, buy an apartment, a room, a cottage 3+",HOUSE_AND_HOME,4.3,37711,40M,"1,000,000+",False,0.0,Everyone,House & Home,2018-07-31,2.51.0,4.4 and up
1454,Trulia Real Estate & Rentals,HOUSE_AND_HOME,4.5,175293,Varies with device,"10,000,000+",False,0.0,Everyone,House & Home,2018-07-24,Varies with device,Varies with device
1455,Latest 2018 Home Designs,HOUSE_AND_HOME,,174,8.7M,"10,000+",False,0.0,Everyone,House & Home,2018-07-26,1.1,2.3 and up
1456,Houzz Interior Design Ideas,HOUSE_AND_HOME,4.6,353799,Varies with device,"10,000,000+",False,0.0,Everyone,House & Home,2018-08-01,Varies with device,Varies with device
1457,Good room network fast rent,HOUSE_AND_HOME,3.7,2758,8.6M,"500,000+",False,0.0,Everyone,House & Home,2018-06-25,4.2.3,4.0 and up
1458,Yongqing fast search,HOUSE_AND_HOME,3.7,1437,Varies with device,"100,000+",False,0.0,Everyone,House & Home,2018-08-02,Varies with device,Varies with device
1459,LIFULL HOME'S,HOUSE_AND_HOME,4.2,7573,18M,"1,000,000+",False,0.0,Everyone,House & Home,2018-07-25,8.2.1,4.2 and up
1460,"Apartment List: Housing, Apt, and Property Rentals",HOUSE_AND_HOME,4.5,8481,7.5M,"1,000,000+",False,0.0,Everyone,House & Home,2018-08-03,2.1.0,5.0 and up
1461,Gold Butterfly Keyboard Theme,HOUSE_AND_HOME,4.3,10054,9.1M,"1,000,000+",False,0.0,Everyone,House & Home,2018-07-12,6.7.12.2018,4.0.3 and up
1462,"Apartment, Home Rental Search: Realtor.com Rentals",HOUSE_AND_HOME,3.9,10117,13M,"1,000,000+",False,0.0,Everyone,House & Home,2018-06-29,3.6,4.0.3 and up
1463,Living Smart Home,HOUSE_AND_HOME,4.6,39189,Varies with device,"1,000,000+",False,0.0,Everyone,House & Home,2018-07-30,Varies with device,Varies with device
1464,591 Housing Trading - Hong Kong,HOUSE_AND_HOME,4.3,3522,15M,"100,000+",False,0.0,Everyone,House & Home,2018-08-02,3.10.8,4.0 and up
1465,Trulia Rent Apartments & Homes,HOUSE_AND_HOME,4.4,71419,Varies with device,"5,000,000+",False,0.0,Everyone,House & Home,2018-07-24,Varies with device,Varies with device
1466,Redfin Real Estate,HOUSE_AND_HOME,4.6,36857,19M,"1,000,000+",False,0.0,Everyone,House & Home,2018-07-25,220.0,5.0 and up
1467,"Domofond Real Estate. Buy, rent an apartment.",HOUSE_AND_HOME,4.5,39123,Varies with device,"1,000,000+",False,0.0,Everyone,House & Home,2018-08-03,Varies with device,Varies with device
1468,"realestate.com.au - Buy, Rent & Sell Property",HOUSE_AND_HOME,3.8,14653,Varies with device,"1,000,000+",False,0.0,Everyone,House & Home,2018-07-16,Varies with device,Varies with device
1469,Yes319 real price login query,HOUSE_AND_HOME,,12,5.1M,"5,000+",False,0.0,Everyone,House & Home,2018-07-12,1.04,4.0.3 and up
1470,DaBang - Rental Homes in Korea,HOUSE_AND_HOME,4.4,23013,26M,"5,000,000+",False,0.0,Everyone,House & Home,2018-07-17,3.2.4,4.1 and up
1471,DIY On A Budget,HOUSE_AND_HOME,4.7,114,8.3M,"10,000+",False,0.0,Teen,House & Home,2018-02-18,2.1,4.1 and up
1472,Free Foreclosure Real Estate Search by USHUD.com,HOUSE_AND_HOME,3.4,287,27M,"100,000+",False,0.0,Everyone,House & Home,2018-05-29,2.4.2,4.4 and up
1473,Mortgage by Zillow: Calculator & Rates,HOUSE_AND_HOME,4.3,4435,7.9M,"500,000+",False,0.0,Everyone,House & Home,2016-03-02,2.6.0.287,4.0 and up
1474,Home Security Camera WardenCam - reuse old phones,HOUSE_AND_HOME,4.3,43800,Varies with device,"1,000,000+",False,0.0,Everyone,House & Home,2018-07-06,Varies with device,Varies with device
1475,Room planner: Interior & Floorplan Design for IKEA,HOUSE_AND_HOME,4.0,4281,27M,"100,000+",False,0.0,Everyone,House & Home,2018-08-05,858,4.0.3 and up
1476,Rent.com Apartment Homes,HOUSE_AND_HOME,4.0,7508,5.1M,"1,000,000+",False,0.0,Everyone,House & Home,2018-07-09,7.9.0,5.0 and up
1477,Good house to buy a house,HOUSE_AND_HOME,3.8,491,15M,"100,000+",False,0.0,Everyone,House & Home,2018-07-25,2.6.0,4.0.3 and up
1478,LH Housing Promotion Notice,HOUSE_AND_HOME,,160,3.1M,"100,000+",False,0.0,Everyone,House & Home,2017-09-19,1.2.0,4.0 and up
1479,Apartments.com Rental Search,HOUSE_AND_HOME,4.3,22584,16M,"1,000,000+",False,0.0,Everyone,House & Home,2018-07-16,4.7.13,4.4 and up
1480,Hemnet,HOUSE_AND_HOME,3.6,4087,9.2M,"500,000+",False,0.0,Everyone,House & Home,2018-07-16,4.3.0,4.1 and up
1481,At home - rental · real estate · room finding application such as apartment · apartment,HOUSE_AND_HOME,3.8,2496,Varies with device,"500,000+",False,0.0,Everyone,House & Home,2018-07-05,Varies with device,Varies with device
1482,Alfred Home Security Camera,HOUSE_AND_HOME,4.5,103305,Varies with device,"5,000,000+",False,0.0,Everyone,House & Home,2018-07-31,Varies with device,Varies with device
1483,House app: beautiful everyday ~,HOUSE_AND_HOME,4.6,2669,10M,"500,000+",False,0.0,Teen,House & Home,2018-08-03,2.0.6.9,4.1 and up
1484,Home tips and advice,HOUSE_AND_HOME,,10,2.6M,"5,000+",False,0.0,Everyone,House & Home,2017-12-28,2.0,4.0.3 and up
1485,"N1.RU - Real estate: apartments, new buildings, lodging",HOUSE_AND_HOME,4.5,7619,13M,"100,000+",False,0.0,Everyone,House & Home,2018-07-12,1.22.0,4.0.3 and up
1486,Ruler,HOUSE_AND_HOME,4.7,126,1.9M,"10,000+",False,0.0,Everyone,House & Home,2017-08-21,1.0,4.0 and up
1487,Home Decor Showpiece Art making: Medium Difficulty,HOUSE_AND_HOME,4.3,273,7.0M,"50,000+",False,0.0,Everyone,House & Home,2018-05-30,1.2,4.0.3 and up
1488,"乐屋网: Buying a house, selling a house, renting a house",HOUSE_AND_HOME,3.7,2248,15M,"100,000+",False,0.0,Everyone,House & Home,2018-08-03,v3.1.1,4.0 and up
1489,Real estate court auction information site - Hyundai court auction,HOUSE_AND_HOME,,10,4.2M,"10,000+",False,0.0,Everyone,House & Home,2018-08-02,1.2,4.3 and up
1490,iProperty Malaysia,HOUSE_AND_HOME,4.2,809,7.8M,"100,000+",False,0.0,Everyone,House & Home,2018-07-25,1.6.1.2,4.0 and up
1491,ColorSnap® Visualizer,HOUSE_AND_HOME,3.4,3280,77M,"1,000,000+",False,0.0,Everyone,House & Home,2018-06-29,5.0.1,4.0.3 and up
1492,Apartment Decorating Ideas,HOUSE_AND_HOME,3.9,1478,5.7M,"100,000+",False,0.0,Everyone,House & Home,2015-03-13,1.2,3.0 and up
1493,Bedroom Decorating Ideas,HOUSE_AND_HOME,4.0,2382,5.9M,"500,000+",False,0.0,Everyone,House & Home,2015-04-07,1.7,3.0 and up
1494,Room Painting Ideas,HOUSE_AND_HOME,4.0,4450,7.6M,"1,000,000+",False,0.0,Everyone,House & Home,2015-03-17,1.7,3.0 and up
1495,Kitchen Island Ideas,HOUSE_AND_HOME,4.0,515,5.8M,"50,000+",False,0.0,Everyone,House & Home,2015-05-30,1.5,3.0 and up
